sample,COSMIC,GDSC1,GDSC2,TCGA,MSI,medium,growth
OVKATE,1240199,urogenital_system,ovary,OV,MSS/MSI-L,R,Adherent
OVMIU,1240200,urogenital_system,ovary,OV,MSS/MSI-L,R,Adherent
OVTOKO,1298365,urogenital_system,ovary,OV,MSS/MSI-L,R,Adherent
PA-1,909255,urogenital_system,ovary,,MSS/MSI-L,D/F12,Adherent
PEO1,1480372,urogenital_system,ovary,OV,MSS/MSI-L,R,Adherent
RKN,1298539,urogenital_system,ovary,,MSS/MSI-L,D/F12,Adherent
RMG-I,909699,urogenital_system,ovary,,MSS/MSI-L,D/F12,Adherent
SK-OV-3,905959,urogenital_system,ovary,OV,MSI-H,R,Adherent
SW626,909753,urogenital_system,ovary,OV,MSS/MSI-L,D/F12,Adherent
TOV-112D,1299070,urogenital_system,ovary,OV,MSS/MSI-L,D/F12,Adherent
TOV-21G,1240222,urogenital_system,ovary,OV,MSI-H,D/F12,Adherent
TYK-nu,909774,urogenital_system,ovary,,MSS/MSI-L,D/F12,Adherent
UWB1.289,1480374,urogenital_system,ovary,OV,MSS/MSI-L,D/F12,Adherent
22RV1,924100,urogenital_system,prostate,PRAD,MSI-H,R,Adherent
BPH-1,924105,urogenital_system,prostate,,MSS/MSI-L,R,Adherent
DU-145,905935,urogenital_system,prostate,PRAD,MSI-H,D/F12,Adherent
LNCaP-Clone-FGC,907788,urogenital_system,prostate,PRAD,MSI-H,R,Adherent
PC-3,905934,urogenital_system,prostate,PRAD,MSS/MSI-L,D/F12,Adherent
PWR-1E,1330993,urogenital_system,prostate,PRAD,MSS/MSI-L,D/F12,Adherent
VCaP,1299075,urogenital_system,prostate,PRAD,MSS/MSI-L,D/F12,Adherent
NCCIT,908441,urogenital_system,testis,,MSS/MSI-L,R,Adherent
NEC8,910942,urogenital_system,testis,,MSS/MSI-L,R,Adherent
NTERA-2 cl.D1,908454,urogenital_system,testis,,MSS/MSI-L,D/F12,Adherent
JAR,907175,urogenital_system,urogenital_system_other,,MSS/MSI-L,R,Adherent
JEG-3,907176,urogenital_system,urogenital_system_other,,MSS/MSI-L,D/F12,Adherent
SW954,924247,urogenital_system,urogenital_system_other,,MSS/MSI-L,D/F12,Adherent
SW962,909758,urogenital_system,urogenital_system_other,,MSS/MSI-L,D/F12,Adherent
MES-SA,908127,urogenital_system,uterus,,MSS/MSI-L,R,Adherent
SKN,1240215,urogenital_system,uterus,,MSS/MSI-L,D/F12,Adherent
DMS-79,753551,lung_SCLC,lung_small_cell_carcinoma,SCLC,,R+10,Suspension
CMK,910566,leukemia,acute_myeloid_leukaemia,LAML,MSS/MSI-L,R,Suspension
NB-4,1323913,leukemia,acute_myeloid_leukaemia,LAML,MSS/MSI-L,R,Suspension
MHH-CALL-4,908133,leukemia,B_cell_leukemia,,MSS/MSI-L,R,Suspension
BC-3,910918,lymphoma,B_cell_lymphoma,DLBC,MSS/MSI-L,R,Suspension
HT,907063,lymphoma,B_cell_lymphoma,DLBC,MSI-H,R,Suspension
JM1,1327768,lymphoma,B_cell_lymphoma,DLBC,MSS/MSI-L,D/F12,Suspension
BONNA-12,906695,leukemia,hairy_cell_leukaemia,,MSS/MSI-L,R,Suspension
ES6,949157,bone,ewings_sarcoma,,MSS/MSI-L,R,Adherent
MHH-ES-1,908134,bone,ewings_sarcoma,,MSS/MSI-L,R,Adherent
DIFI,1789883,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,D/F12,Adherent
NCI-H508,908442,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,R,Semi-Adherent
SNU-283,1659929,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,R,Adherent
SW620,905962,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,D/F12,Adherent
JHH-2,1240157,digestive_system,liver,LIHC,MSS/MSI-L,D/F12,Adherent
JHH-4,1240158,digestive_system,liver,LIHC,MSS/MSI-L,D/F12,Adherent
RCC-JF,1524415,kidney,kidney,KIRC,MSS/MSI-L,D/F12,Adherent
SW156,1240220,kidney,kidney,KIRC,MSS/MSI-L,D/F12,Adherent
HOP-62,905972,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,R,Adherent
NCI-H1437,687794,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,R,Adherent
PC-3 [JPC-3],1240202,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,D/F12,Adherent
NCI-H740,1331055,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,R,Suspension
COR-L95,1297439,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,R+10,Adherent
HCC-33,1303901,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,R,Adherent
NCI-H128,753597,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,R+10,Suspension
NCI-H1304,753599,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,D/F12,Suspension
NCI-H2081,908480,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,H,Suspension
NCI-H2171,688015,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,H,Suspension
SHP-77,724872,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,R,Semi-Adherent
SW1271,1299062,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,D/F12,Adherent
D-423MG,946372,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent
KP-N-RT-BM-1,924189,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,R,Semi-Adherent
KP-N-YS,946363,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,R,Adherent
MC-IXC,908118,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,D/F12,Adherent
COLO-783,1240125,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent
CP67-MEL,949092,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent
Hs633T,1240149,soft_tissue,fibrosarcoma,,MSS/MSI-L,D/F12,Adherent
KMH-2,1298167,thyroid,thyroid,THCA,MSS/MSI-L,R,Adherent
OMC-1,949154,urogenital_system,cervix,CESC,MSS/MSI-L,D/F12,Adherent
RL95-2,930082,urogenital_system,endometrium,,MSI-H,D/F12,Adherent
Caov-3,906825,urogenital_system,ovary,OV,MSS/MSI-L,D/F12,Adherent
DOV13,1479987,urogenital_system,ovary,OV,MSS/MSI-L,D/F12,Adherent
Hey,1479988,urogenital_system,ovary,OV,MSS/MSI-L,R,Adherent
NCI-H660,1330975,urogenital_system,prostate,,MSS/MSI-L,D/F12,Suspension
JHU-029,1298156,aero_dig_tract,head and neck,HNSC,,R,Adherent
SCC90,1299052,aero_dig_tract,head and neck,HNSC,,R,Adherent
MOLM-16,1330948,leukemia,acute_myeloid_leukaemia,LAML,,R,Suspension
OCI-LY7,1659819,lymphoma,B_cell_lymphoma,DLBC,,D/F12,Suspension
KMS-11,1659817,myeloma,myeloma,MM,,R,Suspension
CHSA0011,1290767,bone,chondrosarcoma,,,R+10,Adherent
CHSA0108,1290768,bone,chondrosarcoma,,,R+10,Adherent
JIMT-1,1298157,breast,breast,BRCA,,D/F12,Adherent
CL-34,1290771,large_intestine,large_intestine,COAD/READ,,D/F12,Adherent
VMRC-LCD,713869,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,,D/F12,Adherent
K2,1298160,skin,melanoma,SKCM,,D/F12,Adherent
STS-0421,1299061,soft_tissue,soft_tissue_other,,,R+10,Adherent
MY-M12,1330960,leukemia,leukemia,ALL,MSS/MSI-L,R,Suspension
TALL-1,909762,leukemia,lymphoblastic_T_cell_leukaemia,ALL,MSS/MSI-L,R,Suspension
NK-92MI,1330981,lymphoma,lymphoid_neoplasm other,,MSS/MSI-L,D/F12,Suspension
MDA-MB-175-VII,908120,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent
YMB-1-E,1303911,breast,breast,BRCA,MSS/MSI-L,R,Adherent
VMRC-RCW,1240224,kidney,kidney,KIRC,MSS/MSI-L,R,Adherent
NCI-H460,905943,lung_NSCLC,lung_NSCLC_large cell,,MSS/MSI-L,R,Adherent
RERF-LC-FM,930081,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,R,Suspension
D-245MG,946366,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent
Hs939-T,1298144,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent
VMRC-MELG,930301,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent
OVCA433,1480367,urogenital_system,ovary,OV,MSS/MSI-L,D/F12,Adherent
TMK-1,1299069,digestive_system,stomach,STAD,,R,Adherent
KP-2,1298218,pancreas,pancreas,PAAD,,D/F12,Adherent
KO52,1330932,leukemia,acute_myeloid_leukaemia,LAML,MSS/MSI-L,NA,NA
SC-1,1331030,lymphoma,B_cell_lymphoma,DLBC,MSS/MSI-L,NA,NA
U-CH2,1503373,bone,bone_other,,MSS/MSI-L,D/F12,Adherent
