Majority protein IDs,Gene names,ME-180,ME180C13,59M,A2780,A2780CP70,Caov-3,COV318,DOV13,HEYA8,IGROV-1,IGROV1CP,IOSE397,IOSE7576,JHOS-2,JHOS-5,KURAMOCHI,OVCA433,OVCAR-3,OVCAR-5,OVISE,OVKATE,OVSAHO,PEO1,PEO4,SKOV3IP1,SNU119,TOV-112D,TOV112DR,TYK-nu,TYKNUCP
O14807,MRAS,NaN,NaN,NaN,NaN,NaN,NaN,25.42422,25.66899,NaN,NaN,22.32868,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.35113,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9Y2U5,MAP3K2,24.97047,24.88535,24.9168,NaN,25.61305,25.52531,24.86764,24.25278,24.44784,24.33067,24.48861,25.19779,24.5027,24.25926,23.63467,24.15128,24.6241,23.86882,25.7983,24.36873,25.12719,24.53605,25.508,24.66221,25.1615,25.5501,24.83268,25.13684,NaN,25.19345
O60268;H3BMU3,KIAA0513,24.12701,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.77938,24.03485,NaN,23.90076,NaN,NaN,NaN,NaN,NaN,NaN,25.34384,NaN,24.39138,NaN,23.63523,23.55871,NaN,23.33285,23.01623,23.68916,25.31725
Q9BW62,KATNAL1,23.42236,NaN,24.9715,23.42931,NaN,23.6862,23.56013,23.96521,24.40681,23.94382,22.58033,24.62243,24.4124,24.33031,NaN,24.28588,NaN,NaN,24.57467,23.46039,24.3891,NaN,NaN,NaN,24.03783,NaN,NaN,23.12666,23.79279,23.07612
Q96DU7,ITPKC,24.96957,24.5559,NaN,NaN,24.08351,25.26821,NaN,NaN,NaN,24.39523,25.10001,NaN,25.55025,NaN,25.00869,NaN,24.00427,NaN,24.97279,25.70279,23.62304,NaN,NaN,NaN,24.62353,NaN,NaN,NaN,NaN,NaN
Q9NPB8,GPCPD1,25.1221,NaN,23.01458,22.92114,22.61376,NaN,23.1207,NaN,NaN,23.28546,23.01941,NaN,NaN,23.14537,25.42387,24.42349,NaN,23.79127,24.00992,NaN,21.35125,21.88721,23.47437,NaN,NaN,NaN,NaN,NaN,22.02839,24.22516
Q9NXC2,GFOD1,22.12943,NaN,NaN,NaN,NaN,23.53467,23.23786,NaN,21.92727,NaN,NaN,NaN,NaN,NaN,NaN,23.63566,NaN,23.59258,NaN,22.252,24.5569,23.61268,22.64381,22.3421,NaN,22.91088,NaN,22.52917,23.98224,23.50009
Q9NWZ8,GEMIN8,24.4271,24.86305,24.70987,NaN,24.22632,NaN,22.03106,23.53798,NaN,24.81289,24.08408,24.78626,23.28079,22.88457,24.29845,23.36533,24.99324,23.61504,23.96806,23.68752,23.26971,23.06475,NaN,NaN,24.62784,22.41732,23.67124,24.84,24.49448,24.58577
O94887,FARP2,25.53053,24.91251,24.43033,25.67136,25.82597,24.5125,24.61656,25.64471,NaN,25.58228,24.76961,24.7433,25.34418,NaN,24.77148,24.51509,24.82652,25.03381,26.42416,25.55935,NaN,23.94482,26.55194,25.94909,26.38527,26.07859,25.78791,24.33953,24.14841,25.16341
Q9NWM3;J3QLQ8,CUEDC1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.00674,NaN,23.44664,23.0928,NaN,NaN,23.28517,NaN,23.54562,24.03617,23.71293,23.72567,NaN,24.60722,NaN,23.65741,NaN,23.06189,NaN,NaN,24.37888,NaN,NaN
Q9H8M1;B8ZZV9;B8ZZX2,COQ10B,NaN,NaN,NaN,23.96667,NaN,24.0634,NaN,NaN,NaN,25.12292,23.62823,NaN,NaN,24.22015,NaN,NaN,NaN,24.21549,NaN,NaN,23.72956,24.20672,NaN,NaN,NaN,25.23119,NaN,23.58978,NaN,24.20467
Q8NCG5,CHST4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8N8R7;E9PRK7,ARL14EP,NaN,NaN,23.49687,22.71547,NaN,NaN,NaN,NaN,NaN,NaN,23.27555,NaN,22.63993,23.75929,22.9817,23.25379,23.29618,NaN,NaN,NaN,23.27755,NaN,23.71837,NaN,22.61235,23.2771,23.9188,NaN,23.49338,22.58418
CON__Q95M17,,27.63068,23.88651,28.14117,27.05134,26.7366,26.88425,26.3608,26.40488,27.70279,26.54327,26.74291,27.0582,26.53995,27.27586,26.09142,26.1418,25.59537,25.78656,NaN,26.1281,NaN,26.96719,27.06291,28.06866,26.18835,26.52959,27.04437,24.43911,NaN,25.92122
Q9UKY1,ZHX1,24.317,24.17181,24.25198,NaN,24.70212,23.98616,24.43555,NaN,24.79556,24.59394,25.15823,24.80203,23.25195,24.87741,24.77274,25.4288,23.64851,24.37907,25.77125,24.54107,23.52544,23.46438,25.01138,23.70504,23.94199,25.58924,25.53735,23.73053,24.68029,23.66384
P19320;E9PDD2,VCAM1,NaN,NaN,NaN,NaN,NaN,26.88739,NaN,NaN,25.73636,NaN,NaN,24.97422,NaN,22.4254,NaN,25.06611,25.07434,24.35953,27.81968,24.80624,24.00269,23.9196,25.06184,25.38473,21.10288,25.16823,NaN,NaN,NaN,NaN
Q9P121;F6WFR7;F8W8Y1,NTM,NaN,NaN,24.67136,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.94086,24.78793,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.36596,24.27512,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q765P7;A0A087WXN9,MTSS1L,NaN,NaN,25.30302,NaN,NaN,NaN,NaN,25.20851,NaN,NaN,NaN,NaN,23.54722,24.47822,NaN,NaN,NaN,NaN,25.23758,25.07443,25.04656,NaN,NaN,NaN,25.44531,NaN,NaN,NaN,NaN,NaN
F8WE10,LIMS1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.1763,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q05084;E9PDL4,ICA1,NaN,NaN,NaN,NaN,NaN,23.23437,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.69869,NaN,NaN,23.32828,NaN,NaN,NaN,NaN,23.36185,NaN,NaN,NaN,24.04121
Q8IWF2,FOXRED2,23.33318,24.60467,23.24441,NaN,NaN,NaN,25.2173,NaN,NaN,26.32932,26.1489,23.47649,24.50857,23.9701,NaN,24.1208,NaN,24.29271,25.15835,22.82129,NaN,23.94836,NaN,NaN,NaN,24.82227,23.87561,NaN,NaN,NaN
Q8N5B7;H0YI10;F8VXY1;Q49AQ3,CERS5;LASS5,22.68936,NaN,24.92071,23.6825,23.95631,23.00825,NaN,22.99922,24.32636,23.00594,23.66014,24.20407,23.83953,24.39996,22.93235,23.76324,NaN,25.47803,23.1926,23.17947,24.81108,23.78187,NaN,NaN,NaN,23.65851,23.80077,23.74745,22.85118,NaN
Q9P2G1,ANKIB1,NaN,24.39807,26.08883,24.38596,NaN,24.09174,24.50057,24.87984,NaN,25.47055,25.16196,23.50427,25.03725,NaN,24.8181,NaN,24.65322,23.87529,24.46276,25.14069,25.25386,24.50064,25.30156,NaN,24.35293,NaN,NaN,24.76759,NaN,NaN
P47974;A0A087WUU9,ZFP36L2,26.05943,25.68715,23.69656,25.8187,25.0304,23.12642,23.93598,23.40222,24.14464,26.86396,26.3231,25.60518,26.20935,NaN,22.98962,25.26735,25.16511,22.66644,NaN,27.45089,23.97867,23.80656,27.05879,24.64938,26.15563,26.25546,NaN,NaN,24.4957,25.47178
Q9NYZ1;J3KS67;C9JYS5;Q96ET8;K7ENL4;J3QL63;J3QL47,TVP23B;TVP23C,24.86938,25.12924,24.52317,NaN,NaN,NaN,NaN,NaN,22.67211,25.26145,NaN,NaN,22.2399,23.50309,23.41377,NaN,23.95856,23.26582,24.20992,25.71934,NaN,NaN,NaN,NaN,25.33016,24.4216,NaN,24.32182,23.86202,NaN
O15211,RGL2,NaN,NaN,23.83268,NaN,23.48038,NaN,23.49607,23.84144,22.99842,NaN,23.13969,NaN,23.70409,23.62243,26.06741,23.09489,24.65958,23.78287,23.74224,23.77153,NaN,23.45814,NaN,NaN,24.27966,24.74043,NaN,23.21383,25.13203,22.45607
Q99571;F6SFZ6,P2RX4,24.43122,NaN,NaN,24.29806,24.68491,25.89701,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.76618,NaN,NaN,NaN,NaN,23.79749,NaN,24.49613,23.70012,23.36642,NaN
Q13952;Q5T6K7;E9PI99;Q5T6K5;E9PL11,NFYC,27.15112,27.06456,26.55773,27.56355,26.67506,26.81982,25.93504,27.44814,27.83449,27.09396,27.13055,27.49183,27.34155,26.34571,25.49412,26.33948,27.0427,26.74073,26.98272,27.53845,26.60738,25.77999,27.8007,26.81115,26.99151,26.75913,27.14977,26.89712,26.97924,26.71371
Q95460,MR1,25.32908,24.16101,24.66226,NaN,NaN,NaN,NaN,24.48481,NaN,24.34306,24.22876,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.54916,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.41119,NaN,NaN
P22692,IGFBP4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.3434,NaN,NaN,NaN,24.76709,23.88539,24.19543,26.40573,23.0267,NaN,23.91816,NaN,23.40738,23.01006,25.63989,24.30389,NaN,23.35421,NaN,NaN,NaN,NaN
P31995;H0YGT0,FCGR2C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P60002;K7EN05;K7EPC8;A0A024R7E8;K7EQ44;K7EMV4,ELOF1,26.09124,25.86964,25.52818,27.06913,26.38992,25.86712,25.63056,25.77946,25.24394,24.69067,25.18325,26.21871,27.21401,25.69999,24.59024,25.86531,25.67279,25.4241,25.1741,27.23059,25.41873,25.81829,27.93837,24.92016,26.39756,25.44259,26.02185,25.05408,25.71437,24.57548
Q9UBM7;E9PM00,DHCR7,30.92047,30.94147,28.92618,31.1686,30.4564,31.07935,30.72566,28.30064,28.48562,30.13136,30.44233,29.21512,29.46628,28.8019,30.49772,29.90124,29.57991,28.28648,27.33773,28.8685,28.91903,29.00161,30.27275,29.34223,28.50866,30.23774,29.89851,30.0692,30.0855,27.84332
Q58WW2,DCAF6,24.95531,25.05846,23.9754,25.54048,25.39859,24.3585,24.97412,24.49762,NaN,24.82367,25.0269,23.95645,25.28676,25.30348,NaN,25.10913,24.44528,NaN,24.17621,25.81465,24.27498,24.00761,25.25243,25.31437,25.42953,23.62559,24.93328,25.23816,23.56578,23.32078
Q9NY35;D6RIU2;D6RDP6;D6RHU6;D6RDY1;D6RA76;D6RC11;D6R9S8;D6RCE6;D6RFX6;D6RDI6;D6RCR8;H0Y8T9;D6RD48;D6RAZ7,CLDND1,25.58437,24.8187,24.55725,24.05424,NaN,25.44152,24.41677,25.07512,24.58806,23.96045,23.61592,24.95975,24.56256,25.09873,24.11208,24.15429,25.43269,24.28418,24.60207,24.70988,23.96173,NaN,NaN,25.17499,24.44504,24.50154,NaN,23.24508,24.57071,24.98803
Q8N8E3;F5GYE8,CEP112,NaN,NaN,24.44619,NaN,28.6372,NaN,24.80297,22.05341,NaN,NaN,NaN,NaN,NaN,NaN,26.31302,24.78676,NaN,NaN,NaN,26.00455,25.2864,24.33783,NaN,NaN,24.76491,23.16245,27.07908,24.74679,NaN,NaN
Q8NFD5;H0Y7H8,ARID1B,27.25043,25.88092,25.18748,NaN,NaN,25.29789,25.57063,25.93901,26.37237,25.73063,25.65488,26.04958,26.02526,25.82862,24.41976,26.40568,25.35335,25.38929,24.95082,25.416,25.77846,24.40412,25.90637,25.76056,27.47646,25.57259,28.06291,27.11714,25.35987,25.4868
A0JNW5,UHRF1BP1L,NaN,NaN,NaN,NaN,24.61392,NaN,22.6474,23.60885,24.18556,25.0163,24.71508,25.22137,24.05548,24.10302,NaN,23.69168,24.82724,NaN,NaN,23.5821,23.52864,25.59007,NaN,NaN,25.15669,NaN,24.06884,23.88846,24.36366,24.07096
Q9NPG3;K7EJT1,UBN1,24.407,24.31209,NaN,NaN,NaN,24.65578,24.14919,24.25321,23.08172,23.88809,23.84123,24.29608,24.51292,24.32909,23.53576,NaN,NaN,NaN,24.96803,24.57865,NaN,24.97692,NaN,NaN,25.49981,NaN,NaN,23.664,NaN,24.38021
Q9Y5S1;H7BZK2,TRPV2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.8075,NaN,NaN,23.74929,25.01035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.9381,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P48436,SOX9,22.51704,NaN,24.39211,NaN,22.44235,NaN,22.33578,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.21238,NaN,25.80144,NaN,25.50631,NaN,25.7426,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q92504;A0A087WTX2;A2AAT0,SLC39A7,26.59864,25.71138,27.04854,27.83978,26.08128,29.02464,28.33014,NaN,27.39034,28.0545,27.49366,27.65635,27.13153,27.58685,27.33134,28.06147,26.62017,28.05025,24.10406,27.70833,26.79786,28.65352,27.56207,27.94564,26.45842,27.95266,27.24345,26.71725,27.75811,26.40878
Q5HYK7,SH3D19,24.51743,24.51647,24.11525,NaN,NaN,24.66256,NaN,25.12963,24.77937,24.55549,24.77445,NaN,24.29845,NaN,23.1521,24.45808,NaN,23.83913,25.47729,23.54203,NaN,NaN,23.79843,NaN,NaN,NaN,NaN,24.21348,24.10741,24.44884
O43653,PSCA,25.15473,25.69594,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30.11073,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9UMR5;G8JLL2,PPT2,23.85825,24.90614,24.51683,22.86562,23.24569,24.03967,22.58651,NaN,NaN,23.85652,23.43148,24.40327,22.93594,NaN,NaN,24.08617,25.07251,NaN,NaN,23.01546,NaN,NaN,23.81826,25.11573,NaN,24.05542,24.88781,24.68132,24.32134,NaN
Q8NA72;D6RDG4;D6RBC1,POC5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.7161,NaN,NaN,22.81108,NaN,24.16576,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.13848,24.09168,23.95127,24.15998
Q9BSM1;A0A087WUL5,PCGF1,23.65764,NaN,NaN,24.01807,NaN,23.50014,NaN,NaN,23.96499,NaN,23.24005,NaN,23.94199,24.13787,NaN,23.69646,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.72407,24.19693,NaN,NaN,NaN,22.98201,23.82848
Q9H7Z3,NRDE2,24.23946,24.29263,NaN,24.82711,NaN,24.34394,24.64625,24.67093,24.27597,24.38397,23.69104,25.94517,23.58663,24.82755,23.26685,NaN,23.81656,23.29255,25.79233,23.97351,NaN,24.03934,24.84332,25.40578,NaN,24.05946,24.18306,24.66557,24.21727,23.90123
Q8WVF5,KCTD4,NaN,NaN,25.45745,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q86V97,KBTBD6,NaN,NaN,NaN,25.29885,24.48364,25.3455,24.72219,24.86879,24.90903,24.34137,25.641,NaN,24.70461,24.47035,26.33875,25.5691,NaN,23.79729,25.11048,NaN,24.46466,NaN,NaN,NaN,23.2981,NaN,25.3454,NaN,NaN,NaN
G5E994;Q5VW38,GPR107,26.51211,26.85043,26.42827,27.08324,26.07592,26.08794,26.19385,26.40383,26.66993,24.20135,25.43609,25.41086,25.85289,26.88332,26.67627,27.12751,25.3695,27.77304,25.17877,25.95471,27.01265,26.68939,23.98216,27.239,27.1047,25.55133,26.02654,25.73596,25.6373,24.72448
Q8N5H3,FAM89B,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.62384,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9H2A7,CXCL16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.49807,NaN,NaN,NaN,NaN,NaN,NaN,NaN
O15194,CTDSPL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P10645;G5E968,CHGA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
O94929,ABLIM3,23.99664,24.30654,24.55801,22.67902,NaN,24.16292,26.40759,24.28785,NaN,23.52831,NaN,24.82318,24.74679,22.30733,26.78269,24.73583,24.67017,24.67132,NaN,22.19847,25.5254,23.71198,NaN,NaN,NaN,NaN,25.22414,NaN,NaN,NaN
P00519,ABL1,25.0648,23.91743,NaN,24.90591,24.41712,24.37514,NaN,24.48689,24.76314,23.898,23.88954,24.61925,25.26166,25.07435,25.67281,23.59491,24.10125,25.18914,24.55722,24.34827,24.40957,24.5899,23.93553,NaN,25.16837,23.94905,25.06517,24.09933,25.33228,24.39937
Q96QU8,XPO6,24.78007,25.68167,25.27849,26.12823,26.62199,25.70898,24.72998,26.60795,26.44489,25.72448,25.75011,26.30944,27.93966,24.16576,24.14398,24.14102,25.30855,23.57231,25.40289,26.17468,24.20172,24.33265,24.90298,24.10789,25.95094,24.85139,24.21852,25.5852,25.41167,26.79253
P07437;Q5JP53;Q5ST81,TUBB,32.9147,33.04661,33.69041,32.72275,32.99862,32.98499,33.56808,33.62549,33.15264,33.14693,33.0248,32.94867,33.99959,32.88894,33.01989,34.17422,34.38818,33.02785,33.09526,33.70893,32.47853,33.24686,33.45108,33.19143,33.76199,34.00387,33.09224,33.58273,33.02155,33.43216
O60507,TPST1,NaN,NaN,23.76648,NaN,23.28996,24.85069,25.03988,23.6919,23.36613,24.2371,NaN,25.1993,25.38189,23.63987,24.34008,21.62898,NaN,21.36164,24.53118,23.60851,23.26799,25.1817,23.30466,22.80394,22.60277,NaN,NaN,24.67611,22.86202,NaN
Q9UHE8,STEAP1,23.78724,NaN,NaN,NaN,NaN,25.00761,NaN,NaN,23.71856,25.05653,24.68394,24.25364,23.7382,NaN,NaN,NaN,NaN,NaN,22.76176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.19095,24.72484
Q9UIU6;G3V2N2,SIX4,NaN,24.02335,NaN,NaN,25.36943,24.07253,21.76712,25.09206,24.58296,23.29586,23.50833,24.32054,NaN,23.09934,23.06001,23.21388,NaN,24.43409,24.66904,NaN,NaN,22.73845,NaN,NaN,NaN,26.46272,24.36586,25.47661,22.77315,NaN
Q86SK9,SCD5,25.81614,25.72804,23.79402,25.40185,25.95573,26.03609,22.56775,27.10759,25.46855,23.57373,26.27323,24.56308,25.42172,25.37113,28.93168,21.53856,25.72913,29.21727,25.02297,26.83292,28.75615,24.5969,26.38029,NaN,25.76398,27.54929,25.26953,26.28639,26.0209,25.63398
P23443,RPS6KB1,25.12881,24.44367,26.08044,25.3433,26.01689,25.82833,24.71899,24.32649,26.06625,25.16997,24.87816,25.06225,25.40617,26.2637,26.19937,26.6327,25.43183,27.128,26.40746,25.36416,26.10831,25.67877,27.36578,26.80526,24.81196,25.74137,27.97498,25.15372,26.22301,25.70506
O94854,KIAA0754,23.43132,26.92097,25.10193,NaN,NaN,25.54778,25.99841,25.28796,26.28309,24.16461,24.76633,24.31969,24.73278,25.79585,25.90619,25.36706,26.14649,25.15967,NaN,24.03859,26.46429,25.89085,24.84986,NaN,25.33443,24.0262,24.48603,NaN,26.35471,27.71299
P08514,ITGA2B,22.21159,NaN,24.30098,NaN,21.81166,NaN,NaN,NaN,24.68137,NaN,NaN,23.34634,NaN,NaN,NaN,22.43389,NaN,NaN,21.82935,NaN,NaN,NaN,NaN,NaN,21.94791,NaN,NaN,NaN,24.4772,NaN
P56524;Q86YH7,HDAC4,23.95127,23.69775,25.0876,23.98997,24.41957,23.42062,24.63749,25.34969,NaN,24.73304,24.93805,NaN,23.5821,22.97763,24.07202,24.24394,25.01116,22.69152,26.33979,23.80745,NaN,22.38461,24.49417,24.92691,25.44111,23.68977,26.30605,24.849,NaN,NaN
Q9NZC3;H3BNA5;H3BRL5,GDE1,24.55444,NaN,25.02145,25.78062,25.69652,25.21756,24.80081,24.05101,24.27291,24.7752,24.32643,24.15957,24.18253,25.22291,24.12171,24.17653,24.69316,24.40574,25.38791,23.88702,24.52277,25.39503,25.89166,24.78272,23.86079,25.40002,24.842,23.37601,23.98938,23.4333
B7Z1P2;Q9H4M3,FBXO44,NaN,24.52143,24.50453,NaN,NaN,NaN,22.95833,NaN,NaN,23.06918,21.29603,NaN,NaN,21.31069,NaN,25.16,26.6563,NaN,23.37907,NaN,22.67671,23.92669,NaN,NaN,NaN,24.91994,23.11986,24.40192,NaN,NaN
Q9NX38;X6REY2,FAM206A,NaN,23.08987,NaN,NaN,NaN,22.87392,22.91953,NaN,23.50227,22.68876,NaN,NaN,NaN,22.34359,22.79206,NaN,NaN,NaN,NaN,22.53489,22.23056,21.95205,NaN,NaN,23.00539,NaN,NaN,22.27083,NaN,NaN
Q8N300,CCDC23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.43466,NaN,NaN,NaN,NaN,NaN
O43822,C21orf2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.18148,NaN,NaN,NaN,NaN,NaN
P04004,VTN,NaN,NaN,21.51412,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.7454,NaN,21.04379,NaN,18.37413,16.82364,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.75116,NaN,NaN,NaN
Q9BZW7;F8WA32;B8ZZZ9,TSGA10,NaN,21.28101,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.84,NaN,NaN,NaN,NaN,21.72181,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q11201;E5RHV6,ST3GAL1,NaN,NaN,NaN,NaN,NaN,NaN,24.16399,NaN,23.69604,24.05697,23.84785,NaN,22.6793,NaN,NaN,24.526,NaN,NaN,26.19492,NaN,23.98163,24.02268,25.48145,NaN,NaN,NaN,NaN,NaN,NaN,24.29985
Q96H78;E9PGQ0,SLC25A44,23.20186,NaN,24.2725,NaN,NaN,NaN,24.3656,23.60445,NaN,23.60998,24.22296,NaN,23.57537,24.12566,23.27313,NaN,NaN,24.3427,NaN,23.42432,23.99036,23.02881,23.84964,NaN,NaN,NaN,NaN,24.59679,NaN,NaN
P29508;Q5K684,SERPINB3,24.71231,22.01152,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.77956,NaN,23.14479,NaN,NaN,NaN,NaN,NaN,NaN,25.0313,24.59007,NaN,NaN,NaN,22.94378,NaN,NaN
P86397;A0A087WTC8,RPP14,NaN,NaN,NaN,NaN,NaN,NaN,23.44354,NaN,NaN,NaN,NaN,NaN,NaN,23.73655,23.28954,NaN,NaN,24.29193,NaN,NaN,NaN,25.18782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9P2K3;B4DV59,RCOR3,24.54169,NaN,24.17684,26.44645,25.98715,24.52709,26.16223,23.59912,NaN,24.45004,25.10693,22.97241,NaN,NaN,25.81069,24.5511,25.61108,23.46301,NaN,24.0017,24.36018,26.92037,24.9729,25.91139,24.62623,24.21889,24.83205,24.88851,23.86967,24.00084
O94916,NFAT5,24.28045,24.77243,23.53386,26.57189,26.07057,25.5762,23.81695,25.24387,23.8769,24.86415,25.19686,25.26721,25.94673,24.05623,24.3684,23.70335,NaN,NaN,26.85531,25.88567,23.55408,24.17767,23.87727,NaN,26.98815,23.80592,28.58839,28.02712,25.29768,26.50174
Q86YT6,MIB1,25.93861,24.05068,25.45547,24.59167,24.32464,25.71015,NaN,24.88008,25.43081,24.26836,24.47618,24.0446,24.11203,24.69243,24.92216,24.76127,24.57594,24.44771,24.79675,24.69965,24.87361,24.30194,25.96349,24.31458,24.58904,24.54921,25.45196,25.34908,NaN,24.19661
Q8IVF7;F8W1F5,FMNL3,NaN,22.51593,26.25274,NaN,23.83045,25.54208,NaN,23.68081,27.40617,23.0945,22.351,25.37209,24.68143,22.95299,NaN,22.66559,23.80243,NaN,23.00837,NaN,25.1999,22.75908,21.21908,NaN,23.04933,NaN,NaN,24.1845,25.66451,25.8649
Q7L5A8;H3BP32,FA2H,24.16753,25.44107,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.08429,22.58665,NaN,NaN,NaN,NaN,NaN,NaN,24.05569,NaN,NaN,NaN,23.61931,NaN,NaN,21.78676,23.73551,NaN,23.06789,NaN,NaN
O15440,ABCC5,26.26644,27.33841,NaN,24.49722,24.34476,24.2352,24.15275,24.34322,23.5981,24.01719,23.72363,NaN,NaN,23.40899,23.44973,23.08774,NaN,NaN,26.39036,26.20686,24.10869,23.91843,25.06825,24.50473,23.37557,27.08203,23.39532,24.50525,24.02715,25.13528
Q6ZN55;A0A087WUK5,ZNF574,23.40549,23.23637,23.43924,24.71502,24.29203,25.32062,NaN,22.2197,24.86122,23.9852,24.61773,NaN,25.20792,24.46756,23.80646,23.87211,NaN,23.92506,25.01916,25.70152,23.11237,23.72009,NaN,25.77014,24.75664,24.1931,23.39923,23.84,23.39568,25.0912
Q7Z7L7,ZER1,24.02068,24.39611,NaN,NaN,NaN,NaN,NaN,23.06044,23.96561,22.68744,23.09307,23.68145,23.70398,23.73913,22.685,23.41905,24.21864,23.30442,NaN,24.03196,NaN,NaN,NaN,NaN,23.82522,NaN,NaN,23.08017,NaN,NaN
Q562E7,WDR81,24.84412,24.97338,25.20456,24.0739,25.54954,25.59134,23.53433,25.37252,24.29593,25.42998,24.64191,24.96917,24.60456,23.50215,23.7167,25.44497,NaN,24.78287,25.07235,25.663,23.85984,23.71282,24.9789,NaN,24.83567,24.08278,25.52001,26.04414,23.52432,25.45199
Q12893,TMEM115,25.16132,24.99339,24.59081,25.14857,25.67247,25.50733,NaN,25.53368,24.07578,25.60456,25.41651,25.14565,26.26021,25.32282,25.01477,24.36025,25.23889,24.93997,25.34503,25.85526,24.66645,NaN,25.09229,NaN,26.29302,25.45893,24.61087,25.96235,NaN,25.54987
Q96DC7,TMCO6,26.37925,24.96221,NaN,NaN,NaN,23.58525,24.66384,NaN,24.4051,27.01127,NaN,NaN,NaN,25.70332,25.19847,24.3929,24.04364,24.45933,27.11951,25.94201,NaN,25.76461,NaN,NaN,24.56419,23.88015,24.41996,26.86396,24.42199,25.44373
